Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
6243,6244,18,1,1,7.65,4,2,1,5,2,2,3,2,1,1,1,3,1,2,2,"3,1,4",21,6,7,22.950000000000003,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phạm Văn Đồng, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
6244,6245,19,1,4,7.35,4,5,1,5,1,3,1,2,3,2,3,3,3,2,3,"3,2,1",16,5,9,22.049999999999997,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Phan Châu Trinh, Trường Đại học Tây Nguyên, Trường Đại học Y Dược Buôn Ma Thuột, Trường Đại học Y khoa Vinh, Đại học Y Dược Cần Thơ, Đại học Cần Thơ, Đại học Trà Vinh"
6245,6246,18,1,3,8.04,4,5,1,5,2,1,2,2,3,1,1,1,1,3,2,"6,7,3",10,2,2,24.119999999999997,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Dược Hà Nội, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
6246,6247,18,1,5,9.25,4,3,1,3,1,2,2,3,3,2,2,1,3,2,2,"5,8,2",5,8,11,27.75,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Trường Đại học Sư phạm Nghệ thuật Trung ương"
6247,6248,19,1,1,8.76,3,1,5,3,1,3,2,2,3,2,1,2,1,1,1,"2,7,1",9,8,1,26.28,"Đại học Quốc gia Hà Nội, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
6248,6249,18,2,2,8.27,3,4,2,3,3,1,3,1,1,1,2,1,3,1,1,"1,5,4",15,5,12,24.81,
6249,6250,16,2,5,8.8,4,1,3,2,1,2,1,1,3,3,2,2,2,1,3,"5,8,4",6,4,5,26.400000000000002,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Tôn Đức Thắng"
6250,6251,18,1,5,8.23,2,4,3,3,2,1,1,3,3,1,2,2,3,3,1,"1,8,2",2,1,4,24.69,
6251,6252,16,1,1,8.64,2,5,3,2,1,3,2,3,1,2,2,1,1,1,2,"7,4,1",2,1,4,25.92,
6252,6253,17,1,2,9.01,5,3,5,5,2,1,2,2,3,3,1,3,2,3,3,"2,1,4",18,3,8,27.03,
6253,6254,16,2,3,8.12,3,5,3,5,3,3,3,3,2,2,1,2,1,1,3,"8,1,2",4,8,5,24.36,Học viện phụ nữ Việt Nam
6254,6255,18,1,1,8.43,3,1,2,2,1,1,2,2,1,1,3,3,1,3,1,"3,1,7",8,5,1,25.29,"Đại học Quốc gia Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
6255,6256,18,1,1,7.74,1,1,4,3,1,1,2,1,1,2,3,3,2,1,2,"3,6,2",8,5,1,23.22,"Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
6256,6257,18,1,1,8.74,1,3,5,4,2,1,1,2,1,2,1,1,3,2,3,"2,7,3",16,5,9,26.22,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch"
6257,6258,17,1,5,9.45,5,3,4,3,1,1,3,2,1,3,3,2,3,3,1,"3,7,1",3,1,2,28.349999999999998,Trường Đại học Ngoại Thương
6258,6259,18,2,2,8.23,5,3,2,1,3,3,1,2,1,3,1,2,1,1,3,"7,1,6",4,8,5,24.69,"Học viện Công nghệ Bưu chính Viễn thông, Học viện phụ nữ Việt Nam"
6259,6260,19,1,3,9.21,2,3,3,5,3,2,3,3,2,3,1,3,1,1,2,"5,4,7",5,8,11,27.630000000000003,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương"
6260,6261,18,2,1,8.16,5,4,5,1,3,3,2,1,2,1,3,3,2,3,2,"5,8,7",8,5,1,24.48,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
6261,6262,18,2,2,7.69,3,2,1,4,2,2,2,1,2,1,1,3,2,2,2,"1,7,8",21,6,7,23.07,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
6262,6263,19,1,1,7.9,1,3,5,4,3,1,1,1,3,2,1,3,2,2,2,"1,4,8",8,5,1,23.700000000000003,"Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
6263,6264,17,2,1,9.35,3,4,1,4,3,1,3,1,2,1,1,2,1,1,2,"4,7,1",11,2,6,28.049999999999997,
6264,6265,16,1,3,8.64,2,1,4,5,2,2,1,3,2,1,1,1,1,3,1,"7,2,4",10,2,2,25.92,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM"
6265,6266,19,1,5,7.31,5,5,5,5,3,1,1,3,3,1,3,2,2,2,2,"1,2,1",18,3,8,21.93,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội"
6266,6267,18,1,1,8.97,1,3,2,5,3,2,2,1,2,1,1,3,2,1,3,"2,5,7",15,5,12,26.910000000000004,
6267,6268,17,1,5,7.85,4,1,3,4,3,3,3,2,3,1,2,3,3,1,1,"5,2,4",10,2,2,23.549999999999997,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Dược Hà Nội, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
6268,6269,19,1,3,8.01,1,2,1,1,3,1,1,2,3,1,1,2,2,1,2,"4,1,8",1,3,3,24.03,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
6269,6270,19,2,3,9.0,1,2,2,2,1,2,2,2,2,3,3,3,2,2,3,"3,6,1",11,2,6,27.0,Đại học Quốc gia Hà Nội
6270,6271,17,2,5,8.71,5,1,4,2,2,1,2,1,3,2,3,2,1,1,2,"1,2,7",11,2,6,26.130000000000003,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng"
6271,6272,16,2,1,8.98,4,5,5,1,1,1,2,3,3,3,2,3,2,3,2,"7,8,2",22,4,10,26.94,
6272,6273,16,1,4,8.45,3,2,4,2,1,2,2,1,2,1,1,1,2,3,3,"6,5,3",15,5,12,25.349999999999998,
6273,6274,17,2,1,7.55,4,4,1,4,3,2,3,1,1,1,3,1,3,2,1,"1,5,4",3,1,2,22.65,"Trường Đại học Mỏ - Địa chất, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
6274,6275,18,1,5,7.33,4,1,3,4,1,2,3,1,3,3,3,2,1,2,3,"6,5,4",1,3,3,21.990000000000002,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6275,6276,17,1,3,7.38,2,3,4,3,3,1,3,1,2,2,2,3,1,1,2,"5,8,6",1,3,3,22.14,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6276,6277,17,2,4,7.71,3,5,3,3,3,1,2,1,2,1,3,2,2,1,1,"1,8,7",11,2,6,23.13,"Đại học Quốc gia Hà Nội, Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
6277,6278,18,1,1,7.56,3,2,5,5,3,3,2,3,2,1,2,2,3,1,3,"7,3,5",18,3,8,22.68,Trường Đại học Xây dựng Hà Nội
6278,6279,19,2,1,8.64,2,3,2,3,3,2,3,1,3,1,3,1,2,3,2,"5,3,6",11,2,6,25.92,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM"
6279,6280,18,2,2,9.29,1,1,3,2,3,2,3,2,1,3,1,3,3,2,2,"5,4,1",1,3,3,27.869999999999997,Trường Đại học Mỹ thuật Việt Nam
6280,6281,18,1,4,8.13,1,4,4,2,3,3,1,2,2,1,3,2,3,3,2,"8,1,3",3,1,2,24.39,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển"
6281,6282,16,1,4,7.55,5,3,1,3,3,2,2,2,1,2,2,2,3,1,2,"5,1,7",5,8,11,22.65,"Đại học Quốc gia Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Điện lực, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Việt - Đức, Đại học Cần Thơ"
6282,6283,18,2,3,7.84,3,3,1,5,3,2,3,2,2,1,2,2,1,3,3,"8,6,4",18,3,8,23.52,Trường Đại học Xây dựng Hà Nội
6283,6284,17,2,3,7.95,1,5,4,2,3,1,2,2,2,2,3,1,1,3,3,"1,3,5",18,3,8,23.85,Trường Đại học Xây dựng Hà Nội
6284,6285,17,1,4,7.42,2,1,3,4,2,2,3,2,1,3,3,2,1,1,3,"3,5,8",4,8,5,22.259999999999998,Học viện phụ nữ Việt Nam
6285,6286,18,2,1,7.98,1,2,4,3,3,3,1,2,2,3,2,3,2,2,1,"5,8,6",18,3,8,23.94,Trường Đại học Xây dựng Hà Nội
6286,6287,18,2,4,8.62,1,5,5,1,3,1,1,2,3,2,3,1,3,2,2,"6,5,8",1,3,3,25.86,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6287,6288,16,2,1,8.21,5,5,5,3,3,2,3,1,2,1,3,2,1,3,1,"1,4,7",2,1,4,24.630000000000003,
6288,6289,16,1,4,9.31,4,4,1,1,2,1,3,2,1,1,2,3,3,3,3,"4,6,1",1,3,3,27.93,Trường Đại học Mỹ thuật Việt Nam
6289,6290,16,2,5,7.85,4,3,2,3,3,3,1,2,1,3,2,1,1,3,3,"2,1,4",18,3,8,23.549999999999997,Trường Đại học Xây dựng Hà Nội
6290,6291,17,2,2,7.19,5,5,1,4,3,2,3,2,1,3,1,3,2,3,2,"3,1,7",22,4,10,21.57,
6291,6292,19,1,5,7.2,4,3,4,3,2,2,2,1,3,2,3,3,2,1,2,"2,3,7",5,8,11,21.6,"Đại học Quốc gia Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Văn Lang, Đại học Cần Thơ"
6292,6293,19,1,1,8.58,1,3,3,1,2,1,2,3,3,3,3,2,1,3,2,"5,2,1",1,3,3,25.740000000000002,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6293,6294,19,2,3,8.47,4,4,4,4,2,2,3,3,2,3,1,2,1,3,3,"4,1,6",1,3,3,25.410000000000004,"Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6294,6295,19,1,5,9.45,1,4,2,3,2,2,3,1,2,2,1,1,1,3,1,"8,7,1",8,5,1,28.349999999999998,
6295,6296,19,2,1,8.23,4,2,1,3,1,1,3,2,1,2,3,1,1,2,2,"5,7,8",1,3,3,24.69,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6296,6297,17,2,4,9.38,4,5,3,5,2,2,3,2,3,3,2,1,3,2,1,"6,1,3",5,8,11,28.14,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Trường Đại học Sư phạm Nghệ thuật Trung ương"
6297,6298,19,2,3,8.6,2,1,1,2,3,2,1,3,3,1,3,3,2,2,1,"1,6,4",3,1,2,25.799999999999997,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Mở Hà Nội, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
6298,6299,19,1,2,7.46,1,3,5,4,1,1,1,1,3,2,2,2,2,2,2,"7,1,5",21,6,7,22.38,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phạm Văn Đồng, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
6299,6300,16,2,1,8.77,1,4,4,2,1,2,2,3,3,3,1,2,2,1,2,"4,6,2",2,1,4,26.31,
6300,6301,19,2,1,8.4,4,4,1,1,3,2,3,3,1,3,1,2,3,3,2,"2,8,1",3,1,2,25.200000000000003,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Mở Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6301,6302,16,2,4,8.39,4,1,1,3,1,1,1,3,3,2,2,1,3,3,1,"1,1,7",16,5,9,25.17,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch, Đại học Cần Thơ"
6302,6303,18,2,3,8.25,2,3,1,3,1,2,3,1,1,3,2,3,3,3,1,"2,3,1",2,1,4,24.75,
6303,6304,17,2,3,8.08,2,1,1,1,1,1,3,1,1,3,3,1,3,1,1,"5,4,7",3,1,2,24.240000000000002,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển"
6304,6305,19,2,1,7.77,4,1,2,4,1,2,2,2,2,2,2,1,2,3,1,"2,1,3",1,3,3,23.31,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
6305,6306,19,1,5,9.39,5,1,2,5,2,2,3,1,1,2,3,2,3,1,1,"5,2,3",5,8,11,28.17,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Trường Đại học Sư phạm Nghệ thuật Trung ương"
6306,6307,19,2,5,8.12,1,3,2,4,1,1,2,1,3,2,3,3,3,3,1,"4,1,2",22,4,10,24.36,
6307,6308,16,1,3,8.2,1,1,4,4,2,1,2,1,3,1,1,2,3,2,2,"1,1,5",4,8,5,24.599999999999998,"Học viện Công nghệ Bưu chính Viễn thông, Học viện phụ nữ Việt Nam"
6308,6309,18,1,5,7.4,1,3,2,2,2,2,2,2,3,2,1,3,3,2,3,"2,5,6",1,3,3,22.200000000000003,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6309,6310,19,2,3,8.56,2,4,2,3,3,3,2,2,2,2,1,2,1,3,1,"7,6,4",22,4,10,25.68,
6310,6311,18,1,5,8.15,2,2,1,5,3,2,2,3,2,1,1,2,2,1,3,"6,7,4",2,1,4,24.450000000000003,
6311,6312,16,2,1,7.66,3,4,2,3,2,3,3,3,1,3,1,2,3,2,3,"4,6,7",3,1,2,22.98,"Trường Đại học Mỏ - Địa chất, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện Báo chí và Tuyên truyền, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
6312,6313,16,2,4,8.8,3,1,4,4,3,1,3,3,3,2,1,2,1,2,2,"4,1,3",18,3,8,26.400000000000002,
6313,6314,19,2,4,7.73,4,2,3,5,1,2,1,3,1,3,2,1,2,2,2,"1,7,8",15,5,12,23.19,
6314,6315,16,1,1,7.81,2,5,2,1,2,2,3,1,2,2,1,1,1,1,3,"1,4,2",18,3,8,23.43,Trường Đại học Xây dựng Hà Nội
6315,6316,19,2,1,8.6,1,5,2,3,1,2,3,2,1,3,1,3,1,1,2,"5,6,1",15,5,12,25.799999999999997,
6316,6317,18,1,2,9.1,3,2,2,3,2,2,1,1,2,3,2,1,3,3,1,"7,4,5",1,3,3,27.299999999999997,Trường Đại học Mỹ thuật Việt Nam
6317,6318,19,1,3,7.97,5,2,3,5,3,1,1,3,1,2,3,2,2,1,1,"2,6,5",22,4,10,23.91,
6318,6319,19,1,4,7.94,3,2,1,5,2,3,2,2,2,1,3,2,1,3,1,"5,1,6",6,4,5,23.82,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Mở Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6319,6320,16,2,2,7.6,1,2,2,5,1,3,1,3,1,3,3,3,1,2,2,"1,3,6",4,8,5,22.799999999999997,"Học viện phụ nữ Việt Nam, Trường Đại học Sư phạm - ĐH Đà nẵng"
6320,6321,16,2,3,9.05,1,2,1,2,2,1,2,2,2,2,2,2,1,3,3,"2,5,3",10,2,2,27.150000000000002,"Đại học Quốc gia Hà Nội, Trường Đại học Thương mại"
6321,6322,18,2,1,7.67,4,4,5,4,2,1,3,3,3,3,2,1,2,2,1,"1,1,7",15,5,12,23.009999999999998,
6322,6323,17,2,5,7.92,3,1,4,1,2,3,1,1,3,1,2,1,1,1,3,"7,1,1",9,8,1,23.759999999999998,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Quốc tế - ĐH Quốc gia TP.HCM"
6323,6324,16,2,3,8.72,4,1,5,5,1,1,1,3,3,3,1,3,1,3,2,"5,4,2",3,1,2,26.160000000000004,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
6324,6325,18,2,5,7.58,2,2,2,4,3,1,3,1,3,1,3,3,1,3,1,"1,1,3",22,4,10,22.740000000000002,
6325,6326,19,2,3,7.75,1,2,5,2,2,1,3,2,3,2,1,3,2,2,1,"8,3,2",2,1,4,23.25,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6326,6327,17,1,3,9.2,4,2,2,3,2,1,1,2,2,1,1,1,3,1,2,"3,7,4",1,3,3,27.599999999999998,Trường Đại học Mỹ thuật Việt Nam
6327,6328,18,1,1,7.15,3,2,2,4,1,1,3,2,2,2,3,1,3,1,3,"8,2,7",10,2,2,21.450000000000003,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Điện lực, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Kỹ thuật – ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Nông Lâm Thành phố Hồ Chí Minh, Đại học Cần Thơ"
6328,6329,18,2,3,8.07,2,4,1,3,1,1,2,3,2,2,1,1,3,3,1,"3,4,2",8,5,1,24.21,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
6329,6330,18,2,5,7.89,3,4,2,3,3,1,3,2,2,3,1,2,2,3,2,"1,4,6",5,8,11,23.669999999999998,"Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Quốc tế - ĐH Quốc gia TP.HCM, Đại học Việt - Đức"
6330,6331,19,2,1,8.09,5,5,4,2,3,3,1,2,1,3,3,3,3,3,3,"3,1,4",21,6,7,24.27,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm TP. HCM"
6331,6332,19,2,1,7.0,3,4,2,3,1,2,2,1,2,3,2,3,3,2,3,"4,1,1",1,3,3,21.0,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6332,6333,18,2,5,7.86,1,1,2,1,3,2,2,1,2,1,2,3,2,1,1,"4,7,2",18,3,8,23.580000000000002,Trường Đại học Xây dựng Hà Nội
6333,6334,18,1,2,7.17,5,2,4,1,3,2,1,2,2,3,2,1,2,3,1,"3,7,5",2,1,4,21.509999999999998,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
6334,6335,19,2,1,8.09,5,5,4,5,2,1,2,1,3,1,3,2,2,2,3,"2,5,7",4,8,5,24.27,Học viện phụ nữ Việt Nam
6335,6336,19,2,5,9.32,1,1,3,3,3,1,2,2,2,2,2,1,1,2,2,"6,1,1",6,4,5,27.96,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Học viện Ngoại giao"
