Id,Age,Gender,Departments,Average Score,Habit,Field_of_Interest,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred_Location,Key Factors for Future Job,Major
6044,18,2,1,7.74,"6,5,8","11,2,7",5,3,5,3,1,1,2,2,1,1,1,1,2,2,2,"8,1,3",13
6045,16,1,2,7.62,"4,6,3","2,5,6",5,2,5,1,1,3,3,2,3,1,1,2,3,3,3,"1,7,5",16
6046,16,2,4,8.13,"4,6,7","2,3,5",2,4,1,5,1,1,3,3,2,2,1,1,3,3,2,"2,5,4",4
6047,17,2,3,8.34,"5,2,7","3,6,8",2,1,4,5,1,1,2,2,2,1,3,3,2,1,2,"4,3,5",5
6048,19,2,2,9.27,"4,2,7","10,12,4",2,4,4,2,3,3,2,3,2,1,1,3,2,1,2,"2,1,8",8
6049,16,2,1,9.48,"7,1,4","10,3,7",1,3,5,5,1,1,2,3,2,1,1,1,2,2,2,"3,8,7",10
6050,16,2,2,8.24,"5,4,2","1,10,9",5,3,5,1,1,3,2,3,2,1,2,3,2,2,1,"8,1,6",16
6051,16,2,4,7.3,"6,7,4","1,10,7",4,3,1,5,2,2,1,3,2,1,2,2,1,1,3,"5,3,1",4
6052,18,2,5,9.16,"7,6,2","12,3,7",5,1,5,1,3,3,3,1,3,1,2,3,2,2,2,"4,2,1",14
6053,19,2,4,8.07,"1,8,4","11,3,8",5,2,5,5,2,2,1,3,3,1,2,3,1,2,2,"3,6,7",6
6054,18,1,4,9.18,"7,1,8","1,12,6",2,3,2,3,1,1,1,2,1,3,1,3,3,3,1,"4,1,5",7
6055,19,2,1,7.34,"8,4,5","1,12,2",3,1,4,1,3,3,1,2,1,1,3,3,3,2,1,"8,7,5",8
6056,17,2,4,7.08,"8,6,2","1,10,11",1,3,1,1,1,3,1,3,2,2,1,3,3,1,2,"1,1,5",1
6057,16,1,2,7.78,"3,2,4","1,6,9",5,1,2,1,2,1,2,2,1,2,2,3,2,3,3,"3,1,6",16
6058,19,1,2,8.05,"2,5,7","5,6,8",4,5,4,1,2,3,2,2,2,3,3,3,1,1,2,"2,6,5",15
6059,18,1,5,8.95,"1,7,2","1,3,9",2,3,1,3,2,2,1,3,1,2,3,2,2,1,2,"3,6,7",3
6060,17,2,2,8.52,"3,1,4","2,8,9",3,2,5,2,1,3,3,2,1,2,2,1,1,1,1,"7,6,2",8
6061,19,2,2,9.38,"1,4,2","1,7,8",3,4,5,3,3,3,3,3,2,2,3,3,2,3,1,"1,8,2",8
6062,18,2,1,8.76,"4,5,1","3,5,9",3,3,1,5,2,2,1,1,2,2,1,1,3,3,2,"5,1,2",4
6063,19,2,4,7.87,"8,2,3","2,7,9",4,2,4,4,3,1,3,3,2,3,1,2,1,2,3,"7,6,3",1
6064,19,2,5,7.09,"8,5,2","12,3,6",2,2,4,5,3,2,2,3,3,3,2,3,2,1,3,"2,1,6",2
6065,18,1,3,7.36,"2,3,1","1,4,6",2,1,1,2,1,2,1,3,2,1,1,3,1,2,3,"1,1,3",5
6066,19,2,5,7.45,"8,2,6","1,12,5",2,1,4,5,3,2,3,3,1,3,1,1,1,3,3,"5,1,1",1
6067,17,2,1,7.09,"2,4,7","5,6,7",5,4,2,3,1,2,1,3,1,1,2,2,2,2,1,"2,8,1",4
6068,18,2,1,7.22,"5,6,1","11,2,7",3,2,3,4,1,2,3,2,1,2,2,2,2,3,2,"2,6,1",13
6069,16,2,4,7.75,"6,7,2","11,7,9",1,4,2,5,3,3,2,3,2,2,2,1,1,1,1,"8,5,1",4
6070,18,1,3,9.35,"7,3,4","1,2,7",1,3,2,5,3,3,2,3,3,3,1,2,1,2,1,"6,7,8",5
6071,16,1,1,9.32,"8,2,3","1,11,2",3,5,5,1,2,3,3,2,3,1,1,2,2,2,1,"2,3,5",6
6072,17,2,1,8.12,"1,3,5","1,6,9",3,3,2,3,2,3,3,1,3,1,2,3,2,1,3,"6,5,3",13
6073,19,2,4,9.44,"4,3,7","11,2,7",2,4,4,4,3,3,3,1,3,2,3,2,2,2,1,"6,3,7",1
6074,19,2,3,7.05,"6,7,8","10,3,4",4,3,3,1,3,1,3,2,3,3,2,3,1,2,1,"1,3,6",5
6075,17,2,5,8.13,"2,8,6","1,11,2",4,1,4,3,2,3,1,1,3,2,3,3,3,2,2,"8,5,1",1
6076,17,1,1,8.99,"1,2,6","10,12,3",2,4,2,4,2,1,1,2,2,1,3,1,2,3,3,"3,8,5",4
6077,17,2,4,9.31,"5,7,6","12,5,7",4,3,2,3,2,2,1,2,2,2,1,3,2,1,3,"2,8,1",1
6078,18,1,3,7.62,"3,8,2","3,4,8",3,3,4,5,2,1,1,1,2,3,2,1,3,2,2,"6,2,8",5
6079,17,1,1,8.96,"7,3,2","10,11,9",1,3,2,3,3,3,1,1,1,1,2,2,3,3,3,"8,1,3",8
6080,19,1,5,7.73,"3,5,8","11,5,7",5,3,4,3,1,1,2,2,2,3,3,1,3,1,3,"6,1,8",3
6081,17,1,2,8.57,"2,6,3","1,3,7",2,3,3,2,3,1,1,1,2,3,3,2,2,1,2,"8,3,1",8
6082,17,2,1,8.7,"5,8,6","1,6,8",5,2,4,3,2,2,2,3,3,3,3,1,2,3,1,"2,1,5",4
6083,18,1,5,8.79,"2,6,8","10,5,9",4,3,3,5,2,1,1,1,1,3,3,1,3,3,3,"2,4,6",1
6084,19,1,5,9.25,"7,3,2","2,4,5",2,2,2,2,3,2,2,1,2,3,2,2,3,1,3,"7,1,8",1
6085,18,2,1,7.56,"5,6,8","1,4,9",1,3,4,1,2,1,1,1,2,2,2,1,3,1,3,"4,7,2",4
6086,19,1,4,8.89,"5,8,4","11,6,7",5,5,2,4,3,2,1,3,3,1,3,2,1,3,1,"3,8,1",4
6087,17,1,1,8.99,"3,6,2","1,7,8",4,3,3,5,1,1,1,1,1,1,1,2,2,3,1,"3,2,7",9
6088,17,1,5,9.4,"3,5,6","10,3,4",2,2,3,2,3,2,3,1,2,3,3,3,1,3,1,"5,8,4",1
6089,17,2,5,8.8,"8,6,1","1,12,8",5,5,4,3,2,2,3,1,2,3,3,3,1,1,2,"1,6,7",1
6090,16,2,1,7.11,"2,6,7","10,2,3",3,5,1,3,2,1,1,2,1,3,2,1,3,3,3,"8,5,1",13
6091,16,1,3,7.45,"1,3,7","10,11,12",5,5,2,4,2,1,2,2,1,3,3,1,1,3,1,"2,7,8",5
6092,17,2,4,7.48,"2,5,1","1,12,5",5,4,1,1,3,3,3,3,2,3,1,1,1,2,3,"3,7,4",1
6093,16,2,2,8.28,"7,2,1","2,5,9",4,3,5,1,3,3,3,3,1,1,1,2,1,1,2,"6,4,8",8
6094,18,1,2,7.68,"4,1,2","12,4,5",3,4,1,1,2,1,1,3,3,3,3,2,1,3,2,"3,5,7",8
6095,19,1,4,8.85,"4,2,7","5,6,8",3,2,3,1,3,2,2,2,1,1,3,1,2,2,3,"7,1,1",19
6096,16,2,3,7.52,"5,7,4","1,11,12",3,1,5,5,1,3,2,3,1,2,3,3,3,1,3,"2,5,6",21
6097,17,1,1,8.11,"3,5,6","10,5,6",1,5,1,4,1,2,2,1,2,3,3,2,3,1,3,"5,2,1",4
6098,18,2,1,7.96,"8,1,4","1,3,9",4,4,3,3,3,2,3,3,1,1,1,2,1,1,1,"3,8,2",10
6099,17,1,3,7.79,"2,1,5","4,6,7",1,3,4,5,3,3,3,3,3,2,2,3,3,2,2,"1,7,6",5
6100,18,2,5,7.86,"8,4,6","12,3,9",4,4,3,3,3,3,2,3,1,2,3,3,1,2,1,"5,8,6",3
6101,18,1,1,7.82,"3,6,4","10,2,5",1,2,1,2,3,3,2,1,3,3,2,2,3,1,1,"5,4,6",10
6102,16,1,4,7.26,"6,4,7","10,12,8",2,4,3,2,3,3,3,1,1,1,1,2,3,2,1,"4,3,1",1
6103,16,2,1,8.61,"6,8,1","3,5,7",2,5,3,2,1,1,2,2,3,3,3,3,2,3,3,"7,4,1",6
6104,18,1,4,7.64,"3,6,7","1,2,6",4,3,2,1,1,3,3,2,3,2,3,2,3,3,1,"8,7,1",18
6105,16,2,1,8.57,"7,3,8","2,7,9",5,2,5,4,1,2,3,1,2,3,3,1,1,1,1,"7,1,1",4
6106,16,1,5,8.56,"4,3,7","4,5,6",5,3,4,4,3,3,1,2,2,3,2,3,3,1,1,"8,2,1",1
6107,19,1,4,7.79,"7,5,3","10,5,7",3,5,4,5,2,1,3,3,1,1,1,2,2,3,2,"5,1,1",4
6108,19,1,4,7.46,"6,7,2","11,12,8",5,2,5,1,3,2,2,3,1,3,2,3,3,1,1,"3,7,4",7
6109,18,2,4,7.3,"4,6,7","10,12,5",4,4,2,4,3,3,3,1,1,2,2,1,1,1,2,"6,5,4",4
6110,18,2,2,7.02,"5,8,2","10,3,9",1,2,1,4,3,2,1,1,3,3,3,1,1,2,2,"1,8,1",8
6111,17,1,1,7.37,"7,2,1","1,10,2",2,2,3,4,2,2,2,2,3,3,1,2,1,2,3,"8,1,1",6
6112,17,2,5,8.22,"4,3,5","6,8,9",5,2,1,4,3,2,1,3,2,2,2,3,3,1,2,"3,8,2",1
6113,18,1,4,9.38,"7,8,5","10,5,9",5,1,5,3,1,2,1,2,1,3,1,1,2,3,3,"4,2,5",7
6114,17,2,4,9.14,"4,3,7","11,3,8",3,2,3,2,2,2,2,1,3,3,1,1,3,3,1,"2,6,1",1
6115,18,1,4,8.41,"6,1,4","2,8,9",3,4,4,2,3,1,2,1,3,2,3,3,3,1,1,"1,7,1",19
6116,16,2,1,7.62,"5,3,1","5,6,9",3,5,1,5,2,3,3,1,1,1,3,3,3,2,2,"1,7,3",6
6117,16,1,4,7,"1,3,8","11,2,9",2,3,4,2,2,1,2,2,3,1,2,1,3,3,2,"5,3,4",18
6118,17,2,2,7.14,"3,8,4","1,2,7",4,1,5,1,3,1,1,1,2,2,2,1,3,2,1,"5,1,4",8
6119,16,2,1,8.17,"7,4,5","1,8,9",1,5,2,1,3,1,1,2,3,1,1,1,3,1,2,"7,8,1",6
6120,17,1,1,8.4,"3,4,8","1,2,5",2,2,4,2,2,3,2,1,1,1,2,1,3,2,1,"2,3,5",10
6121,16,1,3,9.16,"8,5,2","10,7,8",2,1,2,1,1,1,2,3,2,3,1,1,1,2,3,"1,6,1",5
6122,16,1,1,7.79,"3,2,4","12,6,7",3,4,2,4,2,2,3,1,3,1,2,2,3,2,1,"4,7,5",11
6123,19,1,2,8.21,"6,1,7","5,6,9",1,3,5,5,3,2,1,2,2,3,1,3,3,3,2,"5,2,6",8
6124,18,2,3,7.64,"5,6,4","12,4,7",5,2,1,4,1,2,3,2,3,2,2,1,3,2,2,"1,5,4",5
6125,17,2,1,9.47,"2,1,3","1,10,6",5,5,3,2,3,2,1,3,1,3,1,1,2,1,3,"6,5,1",8
6126,16,2,1,8.02,"3,2,1","3,7,8",4,4,2,4,1,2,1,1,3,2,1,1,1,1,3,"6,1,4",4
6127,17,2,3,8.48,"2,3,4","10,3,6",5,4,2,2,1,3,2,2,3,2,2,3,2,2,1,"4,6,7",5
6128,19,1,2,9.1,"5,8,7","1,12,2",2,1,4,1,2,2,3,1,2,3,3,2,3,3,3,"6,5,8",16
6129,16,2,5,9.3,"7,2,3","10,5,6",3,5,3,2,3,1,1,3,2,2,2,3,3,1,2,"8,1,5",3
6130,18,2,2,9.17,"1,6,4","1,2,7",5,5,2,1,1,3,2,1,3,3,2,3,3,1,3,"7,1,4",16
6131,16,1,4,8.64,"2,3,1","1,3,5",4,5,3,1,2,3,3,3,2,1,2,3,1,3,1,"1,2,5",4
6132,17,1,1,8.44,"4,6,2","3,4,6",4,3,5,3,2,3,3,3,2,2,2,1,2,2,2,"7,4,5",21
6133,17,2,1,7.6,"2,5,8","10,12,9",2,2,4,4,2,3,2,3,3,2,3,1,2,3,1,"7,2,1",4
6134,17,2,1,7.29,"7,1,5","1,3,5",3,5,2,5,3,2,3,1,3,2,2,1,2,3,2,"8,1,5",11
6135,16,2,2,7.19,"3,4,1","11,3,7",2,3,4,1,3,1,1,3,2,2,3,2,2,3,3,"4,3,6",8
6136,17,1,2,7.13,"4,3,8","1,10,6",3,3,4,3,3,3,2,1,1,2,3,1,3,1,3,"3,7,5",8
6137,16,2,1,7.51,"3,5,2","2,3,4",4,3,3,3,2,1,1,1,3,2,3,2,1,3,1,"2,8,5",19
6138,16,2,4,8.69,"3,5,8","10,3,7",4,3,5,5,1,1,1,2,1,2,1,1,3,1,2,"1,6,3",1
6139,17,2,3,8.07,"4,1,8","10,4,7",4,1,4,4,3,1,1,2,1,1,3,2,3,3,3,"7,1,8",5
6140,16,1,5,8.34,"3,6,5","5,7,9",4,1,1,2,3,1,3,3,2,2,2,2,2,3,1,"1,7,2",14
6141,17,2,3,7.61,"5,4,6","12,3,5",1,4,3,2,3,3,1,1,1,2,1,2,3,2,1,"5,4,3",5
6142,19,1,5,9.17,"6,5,1","12,2,5",5,3,1,3,1,2,2,1,3,3,3,2,2,1,3,"1,8,4",2
6143,16,1,5,8.64,"2,5,8","2,6,7",3,3,3,3,2,2,2,2,2,2,3,3,2,3,2,"8,5,2",3
6144,19,2,2,8.32,"5,8,4","1,12,6",5,3,4,3,1,2,1,2,1,2,1,1,1,3,2,"8,6,7",8
6145,16,2,1,9.06,"5,6,8","11,12,2",5,1,2,4,2,1,1,1,1,1,1,1,3,1,3,"2,7,4",6
6146,18,2,5,8.45,"6,5,3","11,12,4",3,4,5,1,2,3,3,3,1,1,1,1,3,1,2,"1,6,8",1
6147,16,2,2,8.05,"1,8,6","12,6,7",3,3,5,4,1,2,3,2,1,1,3,3,3,1,3,"1,2,5",15
6148,19,2,2,9.24,"8,5,3","10,4,5",2,1,2,1,1,2,2,3,2,1,1,3,3,3,1,"2,1,3",16
6149,17,1,3,8.5,"2,6,8","1,2,5",3,1,1,3,2,3,1,1,3,3,1,2,1,3,1,"1,7,3",5
6150,19,1,5,8.36,"3,7,1","11,3,4",2,3,4,2,1,2,3,2,3,2,1,2,3,1,2,"3,1,1",1
6151,19,1,1,7.4,"4,8,1","11,3,7",3,1,2,5,1,3,1,3,1,2,2,1,2,1,3,"1,8,3",8
6152,16,2,2,7.87,"2,7,3","2,4,9",2,5,1,5,3,3,3,2,3,3,1,2,1,2,2,"6,1,8",8
6153,19,1,1,8.98,"7,1,5","1,8,9",5,1,4,4,1,1,2,1,2,1,2,1,3,3,2,"8,6,1",10
6154,16,2,3,7.2,"4,1,7","10,2,7",4,2,2,5,2,3,2,2,2,3,1,3,2,3,1,"7,8,2",5
6155,19,1,5,7.99,"5,1,2","10,8,9",5,2,5,2,2,3,2,3,2,1,2,1,1,2,2,"7,5,3",1
6156,18,1,1,9.35,"6,4,2","1,10,4",2,1,3,1,2,2,1,1,1,3,1,1,1,1,1,"7,1,4",7
6157,16,1,1,8.02,"8,7,1","11,6,8",3,5,5,3,2,3,2,2,2,3,2,3,3,2,2,"3,7,5",13
6158,17,2,4,7.8,"6,5,1","1,2,9",5,2,2,1,2,3,2,1,1,1,3,2,1,1,2,"7,1,1",1
6159,19,1,3,7.29,"8,6,4","1,10,4",5,4,1,5,2,2,2,3,1,2,3,1,1,1,2,"1,8,2",5
6160,16,2,1,8.63,"6,5,8","1,2,7",5,4,2,2,1,2,2,3,2,1,3,2,1,1,3,"4,1,8",4
6161,18,1,3,8.11,"2,6,7","3,6,8",1,2,2,3,3,3,3,2,2,2,1,3,3,3,3,"2,6,1",5
6162,19,2,1,8.63,"5,1,6","10,4,9",1,3,3,5,1,2,1,1,3,3,2,1,2,3,2,"1,7,4",6
6163,19,1,2,9.13,"8,4,6","10,12,5",5,3,3,3,2,3,3,3,2,1,1,2,1,1,1,"3,2,1",8
6164,16,2,4,8.38,"3,6,4","12,5,6",3,3,5,4,1,2,3,1,2,2,3,1,1,3,3,"4,2,5",4
6165,17,2,3,8.34,"3,4,1","10,12,8",2,2,3,2,2,2,3,3,3,3,2,2,1,2,3,"3,6,4",5
6166,17,2,2,8.01,"7,5,6","1,12,7",1,4,2,5,1,1,1,1,1,2,2,2,2,2,1,"7,4,2",17
6167,16,2,1,8.28,"3,1,5","1,2,7",1,5,5,4,3,3,1,2,1,1,2,1,3,2,1,"4,8,3",8
6168,17,1,3,7.96,"3,1,8","5,6,8",3,3,5,3,1,2,2,1,2,2,1,1,1,1,3,"6,4,7",21
6169,19,2,2,7.6,"6,3,4","10,3,9",1,1,1,5,2,2,2,3,1,1,3,1,1,1,3,"3,2,1",8
6170,17,1,1,7.01,"1,4,8","10,3,9",2,5,1,1,1,3,2,1,3,2,2,2,2,3,3,"2,6,7",21
6171,19,2,1,7.95,"6,4,3","11,2,9",1,1,4,3,2,3,3,2,3,3,3,2,1,1,2,"7,2,1",13
6172,17,2,4,7.57,"6,7,1","1,6,9",2,4,5,3,1,3,2,1,1,1,3,2,1,1,1,"4,1,8",19
6173,18,2,1,7.99,"8,7,3","12,4,9",3,4,4,3,2,1,2,1,1,1,2,2,2,2,2,"8,7,1",13
6174,19,2,5,7.26,"6,4,1","10,4,9",1,1,3,5,1,2,1,1,1,2,1,3,2,3,1,"3,8,7",1
6175,18,2,2,9.27,"7,4,1","7,8,9",4,5,3,4,3,2,3,2,2,3,1,1,1,3,3,"6,1,7",8
6176,18,1,2,8.14,"1,7,4","10,2,6",5,3,1,3,2,3,2,2,1,2,3,2,2,2,3,"8,1,2",16
6177,19,2,3,9.18,"3,6,8","10,2,4",2,3,2,5,2,3,3,3,3,2,1,3,2,3,1,"1,7,1",5
6178,16,2,3,8.65,"8,4,7","3,5,8",5,3,1,3,3,3,3,2,1,1,1,1,1,1,1,"8,4,5",5
6179,17,1,3,7.2,"3,1,8","3,4,8",4,3,4,4,1,1,3,2,2,1,2,3,1,2,3,"7,1,6",5
6180,17,1,2,7.7,"5,2,3","10,11,6",4,1,1,2,3,3,3,1,2,1,2,1,3,3,3,"5,1,8",8
6181,18,1,4,8.04,"8,7,6","10,2,3",3,5,2,1,2,1,1,2,1,3,2,1,2,3,3,"6,1,8",5
6182,17,2,1,7.76,"2,4,1","10,3,8",4,3,1,2,2,2,3,3,2,2,1,3,3,1,3,"1,1,2",4
6183,19,1,1,9.31,"8,6,7","10,12,9",4,4,1,2,1,3,1,3,3,3,2,3,2,1,1,"5,6,1",4
6184,17,2,1,7.27,"7,2,3","10,2,9",4,5,2,3,1,3,3,3,1,3,2,2,3,1,3,"1,1,5",13
6185,17,1,3,8.13,"3,8,6","1,3,5",5,2,2,1,2,1,1,1,1,3,3,1,1,3,1,"1,5,8",5
6186,18,2,4,7.79,"5,3,1","10,6,8",3,4,2,5,3,3,3,1,1,1,2,2,3,1,3,"7,2,6",21
6187,19,2,3,8.98,"7,3,1","2,7,8",1,4,4,4,1,2,1,3,2,1,1,1,1,1,2,"7,8,6",5
6188,16,1,1,8.74,"2,8,6","12,4,8",3,2,4,3,3,2,2,3,3,2,2,2,3,2,1,"6,5,1",10
6189,19,2,3,8.62,"5,7,6","12,7,8",2,2,5,5,1,2,1,1,1,1,2,3,1,3,2,"8,4,2",7
6190,17,1,4,8.36,"6,5,8","2,3,8",2,3,4,2,1,2,3,3,1,1,1,3,2,1,3,"1,4,1",4
6191,18,2,4,8.03,"3,2,4","1,3,7",1,3,3,1,1,1,3,1,1,1,2,2,3,1,2,"2,1,6",19
6192,16,2,5,7.81,"4,2,8","10,5,7",2,1,5,3,1,3,3,2,3,2,3,3,2,2,3,"7,6,1",1
6193,18,1,1,7.74,"2,8,6","11,5,9",2,2,4,4,2,3,1,1,2,3,1,3,2,2,2,"7,2,3",4
6194,19,2,1,7.57,"1,8,4","5,7,9",3,1,4,4,2,3,2,1,2,3,2,3,2,1,3,"4,1,5",10
6195,16,2,1,7.37,"8,6,1","10,4,5",1,4,1,4,2,1,1,1,3,3,3,2,3,1,2,"4,6,3",4
6196,16,1,4,8.41,"5,4,7","6,7,8",3,4,1,4,3,1,1,1,2,3,1,2,1,3,3,"2,4,7",1
6197,19,1,5,7.72,"1,8,2","1,4,5",5,1,4,5,1,1,3,2,1,3,2,1,3,1,2,"5,1,3",14
6198,18,1,1,7.02,"4,1,3","12,5,8",1,4,4,5,1,1,2,2,3,3,2,3,1,1,2,"1,6,2",7
6199,18,2,2,9.04,"8,3,5","1,4,9",4,3,4,3,2,2,3,2,1,1,1,1,1,3,3,"3,8,1",15
6200,19,1,4,7.88,"6,7,1","2,4,7",4,1,1,1,1,2,3,3,2,3,3,2,2,1,3,"1,6,8",4
6201,19,1,1,8.04,"4,1,3","10,2,5",4,4,2,2,3,3,2,2,1,1,3,2,2,1,2,"6,2,7",10
6202,19,2,5,8.43,"1,7,5","10,2,8",1,4,5,4,2,1,3,2,1,2,3,2,2,1,1,"1,6,5",14
6203,16,2,5,8.09,"6,1,3","10,11,8",5,1,3,5,1,3,2,2,2,2,1,2,1,2,1,"7,8,1",1
6204,19,1,3,9.09,"2,4,5","12,4,8",4,5,3,1,2,2,1,2,3,3,1,1,3,1,3,"7,3,8",5
6205,18,2,2,8.79,"1,6,2","10,11,9",5,2,2,4,2,1,1,2,2,3,2,3,3,2,3,"1,2,5",17
6206,18,1,4,9.46,"4,3,2","10,11,12",5,2,5,4,1,3,2,1,1,3,1,3,1,1,3,"6,3,5",1
6207,17,2,1,9.22,"5,3,4","5,6,8",5,5,3,2,2,3,3,3,3,3,1,3,3,1,1,"8,2,1",6
6208,18,2,4,7.61,"8,2,7","10,3,4",4,1,1,2,1,3,3,3,1,1,3,3,2,2,3,"2,8,1",4
6209,17,1,1,9.4,"1,3,5","1,12,3",3,3,5,4,3,2,1,3,1,2,1,3,2,2,1,"1,7,2",8
6210,16,2,1,7.45,"6,3,7","10,2,3",5,5,5,1,1,2,3,3,3,2,3,2,3,2,2,"2,5,6",4
6211,16,1,2,9.01,"4,8,5","2,4,5",2,4,5,1,2,1,2,1,2,3,1,1,3,1,2,"2,8,4",16
6212,17,1,1,7.34,"2,5,4","12,3,8",2,4,3,2,2,1,3,1,2,1,2,1,2,1,1,"7,5,1",13
6213,18,2,2,7.21,"2,7,4","10,2,8",5,1,4,1,3,1,1,2,2,3,3,3,2,1,2,"7,6,8",8
6214,17,1,1,8.28,"1,5,2","12,5,6",1,4,2,5,3,3,1,3,3,1,3,3,1,3,1,"8,1,5",4
6215,16,1,1,7.56,"1,5,3","11,12,5",1,2,3,2,1,2,2,1,3,3,3,1,1,1,1,"7,1,6",6
6216,16,2,5,7.43,"8,5,1","10,7,8",5,2,1,5,1,1,3,2,1,1,2,3,1,1,1,"7,3,2",14
6217,17,2,3,7.27,"4,1,5","10,12,8",3,5,4,5,3,1,3,1,2,2,2,2,1,1,3,"2,5,8",21
6218,16,2,3,7,"4,6,5","10,11,3",2,3,4,5,1,2,3,1,1,2,1,2,2,2,2,"8,1,2",21
6219,16,1,4,9.48,"4,3,6","10,12,6",2,1,4,2,3,3,3,1,2,3,3,2,3,2,2,"2,1,8",1
6220,18,2,4,8.91,"3,7,1","10,3,7",5,1,1,4,3,3,1,2,1,3,3,2,3,2,1,"7,8,1",1
6221,17,2,2,9.3,"7,5,2","12,6,7",4,2,1,1,3,1,2,2,2,3,3,1,1,1,3,"3,6,1",8
6222,17,1,1,7.46,"5,3,4","1,3,8",5,5,5,2,2,1,1,3,3,3,2,1,1,2,2,"6,2,5",4
6223,16,2,1,7.26,"8,6,3","2,5,6",4,1,4,5,2,1,2,3,3,1,2,2,2,3,1,"3,6,7",4
6224,16,1,1,8.77,"6,5,7","1,4,8",2,4,3,5,3,1,3,2,1,2,1,1,1,3,3,"8,1,7",8
6225,18,1,1,9.09,"5,3,6","10,7,9",5,5,4,2,2,1,2,1,2,3,3,1,3,1,2,"1,7,4",10
6226,18,1,4,7.98,"5,1,7","10,3,5",1,4,5,3,2,1,1,1,3,3,2,1,1,3,2,"7,8,3",5
6227,19,1,3,7.27,"6,5,8","12,4,9",2,4,3,1,2,2,1,2,2,1,2,1,1,1,3,"5,3,8",5
6228,19,1,4,7.41,"1,8,7","2,3,7",2,4,1,4,1,3,1,1,1,2,1,1,2,3,1,"8,5,7",1
6229,16,2,1,8.22,"2,1,8","1,11,3",4,3,2,2,2,2,3,3,1,1,3,3,2,3,2,"1,3,5",4
6230,16,2,3,7.51,"8,5,7","3,6,9",2,2,4,4,1,3,1,2,2,2,1,1,1,3,2,"7,5,3",5
6231,17,2,4,9.42,"1,3,7","11,7,8",1,2,2,3,3,2,2,3,1,1,3,3,3,2,1,"7,2,8",4
6232,19,2,4,8.43,"7,8,6","2,6,8",2,2,2,1,1,3,2,2,3,3,3,1,3,1,1,"2,3,4",5
6233,16,2,5,9.39,"1,5,8","1,6,8",4,1,1,5,2,1,1,3,1,2,3,1,3,2,3,"6,4,8",1
6234,18,1,4,9.1,"2,5,1","11,2,7",4,3,3,3,1,1,1,1,3,1,3,2,1,2,2,"8,4,6",19
6235,19,2,1,8.6,"2,7,3","3,5,8",4,4,5,2,2,3,1,1,2,3,2,2,1,2,3,"2,5,7",4
6236,19,1,2,7.6,"2,6,5","10,11,3",1,5,2,3,1,1,3,3,1,1,3,1,3,1,3,"4,5,8",8
6237,19,2,4,7.2,"3,7,4","11,12,4",2,4,1,5,3,3,2,2,3,2,1,3,3,2,1,"1,5,2",5
6238,18,1,1,7.73,"2,1,8","1,10,12",5,1,1,3,3,2,2,1,1,3,2,2,2,3,1,"6,3,7",10
6239,19,2,2,7.8,"2,6,7","12,5,7",3,5,3,3,1,2,1,3,2,2,3,1,1,2,1,"1,3,6",8
6240,16,1,3,8.32,"7,6,8","3,5,6",4,1,1,3,3,1,1,1,3,3,3,2,3,3,3,"1,5,6",5
6241,16,2,3,7.94,"2,4,8","3,7,8",5,4,3,4,2,2,2,2,1,1,1,3,3,2,1,"7,5,2",5
6242,17,2,3,7.72,"1,5,8","10,11,2",5,4,1,2,3,2,3,2,2,2,3,1,3,3,3,"2,3,7",5
6243,18,2,4,7.8,"7,8,5","10,2,9",5,2,4,3,3,2,3,1,1,1,1,1,1,2,1,"5,4,1",21
6244,18,1,1,7.65,"5,2,6","11,4,7",4,2,1,5,2,2,3,2,1,1,1,3,1,2,2,"3,1,4",11
6245,19,1,4,7.35,"4,6,5","10,2,9",4,5,1,5,1,3,1,2,3,2,3,3,3,2,3,"3,2,1",18
6246,18,1,3,8.04,"5,3,2","11,2,5",4,5,1,5,2,1,2,2,3,1,1,1,1,3,2,"6,7,3",5
6247,18,1,5,9.25,"8,1,6","11,6,7",4,3,1,3,1,2,2,3,3,2,2,1,3,2,2,"5,8,2",2
6248,19,1,1,8.76,"2,4,8","1,12,4",3,1,5,3,1,3,2,2,3,2,1,2,1,1,1,"2,7,1",13
6249,18,2,2,8.27,"5,6,2","10,11,12",3,4,2,3,3,1,3,1,1,1,2,1,3,1,1,"1,5,4",8
6250,16,2,5,8.8,"3,4,1","10,5,8",4,1,3,2,1,2,1,1,3,3,2,2,2,1,3,"5,8,4",1
6251,18,1,5,8.23,"6,5,1","4,8,9",2,4,3,3,2,1,1,3,3,1,2,2,3,3,1,"1,8,2",3
6252,16,1,1,8.64,"1,2,5","10,11,5",2,5,3,2,1,3,2,3,1,2,2,1,1,1,2,"7,4,1",8
6253,17,1,2,9.01,"4,3,7","10,4,8",5,3,5,5,2,1,2,2,3,3,1,3,2,3,3,"2,1,4",16
6254,16,2,3,8.12,"5,2,8","10,5,7",3,5,3,5,3,3,3,3,2,2,1,2,1,1,3,"8,1,2",22
6255,18,1,1,8.43,"4,8,5","1,12,7",3,1,2,2,1,1,2,2,1,1,3,3,1,3,1,"3,1,7",6
